id,x,y,
675,125583.94418313791,-3697678.99131796,
676,125583.94418313791,-3696678.99131796,
677,125583.94418313791,-3695678.99131796,
678,125583.94418313791,-3694678.99131796,
679,125583.94418313791,-3693678.99131796,
680,125583.94418313791,-3692678.99131796,
681,125583.94418313791,-3691678.99131796,
682,125583.94418313791,-3690678.99131796,
683,125583.94418313791,-3689678.99131796,
684,125583.94418313791,-3688678.99131796,
685,125583.94418313791,-3687678.99131796,
686,125583.94418313791,-3686678.99131796,
687,125583.94418313791,-3685678.99131796,
688,125583.94418313791,-3684678.99131796,
689,125583.94418313791,-3683678.99131796,
690,125583.94418313791,-3682678.99131796,
691,125583.94418313791,-3681678.99131796,
692,125583.94418313791,-3680678.99131796,
693,125583.94418313791,-3679678.99131796,
694,125583.94418313791,-3678678.99131796,
695,125583.94418313791,-3677678.99131796,
696,125583.94418313791,-3676678.99131796,
